Serial,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Label
281,0.8439450175559828,0.2377323499036771,0.055066508865676655,0.9554801231596598,0.8161920285260031,0.08188191253684307,0.3847088003732131,0.5417940416996678,0.8610259739296342,0.3058175118679243,0.7435727591601372,0.11496223962554375,0.903460704526139,0.6259001710288786,4.054365518338423
282,0.057523288774692816,0.7933676126095005,0.7302055679845191,0.34838350402887375,0.528177668899063,0.5944921901703725,0.9604493283000978,0.35376517610186176,0.4500050933091192,0.8582892442368314,0.28893630639379086,0.12347384110312165,0.6518170516772954,0.5076938708419808,3.30748655500469
283,0.6899460979691984,0.15292145259144074,0.4823915691978178,0.4110308168756638,0.28532190054207185,0.6401923078508153,0.19315464141701777,0.7784528202737768,0.3326023272412826,0.40402044803718085,0.3926526329673429,0.3392044969354143,0.25471140253671276,0.5273301323640204,2.9277966611805746
284,0.42928217787073863,0.2887808756258532,0.4947163317701859,0.8422005977476764,0.7796654152328419,0.7469633191449201,0.6402048481070134,0.6639485834539579,0.09378500581045113,0.15763610504089887,0.30662806107202933,0.6779557041848482,0.15228912538692718,0.2855848051185086,2.931408236179006
285,0.6817984069039881,0.6502638819958747,0.35579347350695945,0.4940880203152349,0.4381664320739811,0.8730177764436011,0.03698234652255494,0.8892533457944245,0.7289071902762928,0.39172550996913436,0.9939332750304211,0.7953899844524562,0.6800310085611915,0.5366068417462928,4.438905597624768
286,0.2178006263084873,0.5055692442834864,0.6225368106730672,0.8358689477244088,0.06505381752699746,0.004370358110646677,0.02744471120645653,0.7114430481261054,0.08683846298174636,0.4656353936637794,0.2464777625966902,0.7205235113070451,0.8131369465369274,0.6449580513020611,2.766177730619638
287,0.5866464008414558,0.0909706751562106,0.9593295897078262,0.536007278292919,0.6222450624513058,0.47845404634477884,0.40139052580323287,0.6712824744656298,0.7063214668931136,0.9428037520694585,0.10597027164976491,0.7162379987060657,0.9827072039624144,0.7949958680990974,4.310730941496167
288,0.7076591830210901,0.7286787193071852,0.17976294587701647,0.11087744255958443,0.9781074371960526,0.2796014331285249,0.10046517398759791,0.04359763022078744,0.7510814561127387,0.8950817777931682,0.4164412445678076,0.8523626165340095,0.7860542774771365,0.13698756325884176,3.7207162572545713
289,0.1855577947187046,0.12104986065916357,0.7853381904443074,0.6120638053687951,0.153330931323719,0.4120146102161383,0.4055149141973865,0.16807216837700656,0.25533343228595995,0.8487438937081878,0.9611045955863378,0.14510581193828542,0.5368377594869749,0.5417336340580196,3.3810438894440416
290,0.18932490015105874,0.5424788070017732,0.7754818101236943,0.3311099306900932,0.8753210309462536,0.21670272365232868,0.877942957555685,0.9984713606236769,0.9131241564979393,0.6499462157125955,0.16608933623142386,0.899082384232947,0.20224215495980347,0.2576997273520909,4.195989753528149
291,0.4769256622137852,0.045633614423842284,0.44546725629377837,0.27324846278001635,0.26755408638740463,0.48609346783853513,0.8637799915593364,0.6139639907869685,0.3544163994854076,0.951744568578979,0.6875701046184194,0.16776883286831923,0.4787555607679663,0.6159051335151748,3.4344556337454293
292,0.14804220836946969,0.33085608565183955,0.25167175314770196,0.6778351517445189,0.27910375668826937,0.02579465204808873,0.4382515863552492,0.2668448953139375,0.9543742750218237,0.9040647330702417,0.550815052793766,0.02165619321551482,0.05382824315508006,0.3977377874689907,2.5355623633129496
293,0.0490066435607206,0.26941203541960834,0.9798826810548932,0.7100640000575343,0.35765950972120175,0.21524829170078918,0.882353036175194,0.42045184017454906,0.12432564971612392,0.683880337893423,0.7431676073596961,0.7087552523093248,0.04231671182863084,0.8317979427737511,3.405385942553545
294,0.9528606935426998,0.5187192026192744,0.2590936579087313,0.47425151548182987,0.06591084223899679,0.050080735405230725,0.48866924929663547,0.5625069520828835,0.8557410106401772,0.13512956227798323,0.3325582056607317,0.4631581193323975,0.9644029864716411,0.09605496144994696,3.6100547617113987
295,0.7638864112777158,0.8340599042794437,0.7452724705544334,0.7323946679703569,0.340137677868839,0.14610826368389762,0.6785277620343602,0.41729675418379464,0.34718639916578264,0.878924092645149,0.38099636749794996,0.7692030970575626,0.8393814341114965,0.10248561908644094,3.9300892142062267
296,0.15860394787965182,0.21683512564399998,0.9767096898271463,0.47888769324674474,0.07826319970555284,0.8346349677573395,0.7053507896871788,0.06475182250097777,0.12471555053437977,0.10377830535323551,0.08311416623942636,0.9306069979026002,0.5901103113363515,0.5863339181221277,2.319839368747232
297,0.9689216466607209,0.20148782792546116,0.3348606688786322,0.6158172911888439,0.05673428954566362,0.2806183356220521,0.7067321401521618,0.649805042900983,0.0037267218280393477,0.41795474484875017,0.6231734481284235,0.31047703885468325,0.21614666231862667,0.13202401372068218,3.1822099485362996
298,0.035949232741849135,0.564394908148542,0.47792094956460796,0.09531196625665472,0.9252482458363537,0.4909951918538418,0.11367293480436458,0.08647513533387119,0.6711754769591389,0.34702311010485176,0.6111353793943769,0.5099306095222084,0.8441659536972347,0.8441439134229682,3.212598347654047
299,0.9224077890745281,0.812626206687566,0.49429833812423773,0.448725376260913,0.3160668748347121,0.9940713551339365,0.6835437615524131,0.7728614745555149,0.18420771903945332,0.5140130134895845,0.11846983677123968,0.7224780598175539,0.208827447663955,0.36015504266881215,3.075172348920754
300,0.001361457204744565,0.09743215938949124,0.5123757793477312,0.009289657034132093,0.5562669426314639,0.8813449845497924,0.8855037345694657,0.6140205040054779,0.9210483428260667,0.960747659433205,0.5295938439763195,0.7624325951670202,0.4397125375987282,0.3493930032423266,3.9951942968528527
301,0.851737662189319,0.4278127268261992,0.257865910311015,0.8334737139765481,0.9392164481478784,0.02016682224705113,0.3115891013967629,0.6934430384352329,0.9564304773084998,0.22957727274626227,0.07293113083098646,0.006946433399540042,0.1935654059631503,0.32884518107654526,2.7026696230983673
302,0.9207494045906924,0.2613831322287232,0.16081894401583297,0.314972750018669,0.8000820580017205,0.11581484631992589,0.20227146432487486,0.162214353129974,0.9747749091022548,0.6553977307989372,0.47081597627537697,0.9677190871339109,0.7946381359466962,0.5595701690426099,3.6101208940800875
303,0.49143214378711664,0.4778761330960364,0.23800149090564782,0.1952120359583286,0.7976778910012524,0.11463619675877057,0.5371466646528289,0.5810748299852967,0.7966122250898409,0.11048280586113146,0.09709486216353747,0.4338951776379306,0.42631284297884575,0.9682013640029233,2.9743256663123208
304,0.031989960488196245,0.32252431181653163,0.3958081545174523,0.4875374532851996,0.7223559135562586,0.16140960329398235,0.4710407885141623,0.02284513924327769,0.19474715999290648,0.2564634089863769,0.7121857771087506,0.23721417506738218,0.7664259990468889,0.6011366042476489,2.9786419336377694
305,0.7518386312760613,0.4602707099412129,0.6103786779717701,0.7931238153415063,0.3184667554359357,0.8052313565409043,0.9307057154055479,0.7975382035299939,0.02762573142619784,0.0361968866171839,0.05168307034424202,0.9393367049304981,0.493391968443434,0.38456781002563833,3.4232815834704753
306,0.6210111189724036,0.008643830634176952,0.9163630552289459,0.7106503925109062,0.18952498043504828,0.27355678970723163,0.1777494387513192,0.6079285862129595,0.15699188973051836,0.18867072093762205,0.21562153840035592,0.9014415634004516,0.44935551877843904,0.42642262995027636,2.9187706464421272
307,0.8890141584895138,0.5755265127247573,0.4511116462282132,0.5111915236959028,0.7654663589352886,0.5822153534898001,0.3954657263049258,0.245731228902472,0.2606151473288508,0.3274857338208139,0.439429672031888,0.6069851107041023,0.74625755977635,0.8022783950190521,3.378448163304343
308,0.5723075470456132,0.3632966538210244,0.6568220728922765,0.4071352547484278,0.9546595065747172,0.7262742709703331,0.553823407818776,0.6836521309747418,0.004317456681714238,0.1678738514512742,0.8681076163767504,0.9559924158776305,0.9164292583614096,0.5606960415412797,4.4854410431783505
309,0.36720765389178756,0.1097918373245188,0.3361473972134157,0.36909438277897266,0.36244892855031063,0.30587650740133243,0.622688838642497,0.14031538742369243,0.4498811888410863,0.5897871149025464,0.7141889464068899,0.4837603415123536,0.42315048848263337,0.21208065530208386,2.864496041469603
310,0.3159213901890696,0.18355519004796084,0.3651281430841452,0.034337041733844886,0.9764403037038866,0.09475786083923976,0.02180256033860828,0.41750642470002186,0.1608950913349857,0.01623476679316571,0.9855871978031187,0.9479021007046794,0.9458835186960639,0.0498882448083916,3.704798935041729
311,0.46796138454904923,0.07608365451492027,0.5751133546577579,0.9763341361454089,0.5236063686180495,0.08480139813301746,0.8668172293017098,0.23963716065649665,0.61698618414396,0.8278147794939212,0.9919659487497591,0.6832132756994939,0.41393958627564453,0.09823341568444788,3.90676198877866
312,0.4509263406541689,0.910865660294587,0.7749258450403723,0.44217745021722754,0.28019209269898293,0.6897217353340123,0.851873623707697,0.4042047149949082,0.32039773346892686,0.39453822115916004,0.15227066033636327,0.5822950392351783,0.4143235600744164,0.8205069061249188,3.2067879443477887
313,0.5171021085732486,0.02120915558766101,0.2936097064279548,0.33840019438356295,0.8720759509550149,0.18447793836821624,0.7074343982661483,0.2727529334965787,0.24186956041033747,0.7748777971346522,0.1440854081709977,0.7029171734425971,0.613346150927398,0.41802494666336143,2.8637532922020243
314,0.5110920244111585,0.22524928168240876,0.7753730314604249,0.3843592330370331,0.09999352417426255,0.4757308843506075,0.12937759100341384,0.35043232476199637,0.4615695814064277,0.7472564983849312,0.11110135947965194,0.6317277629116475,0.016482919126640683,0.8038338107155816,1.841556293844277
315,0.5939475671424252,8.850492420431344e-05,0.696817858446018,0.13214717814414478,0.8809366755383148,0.7076963344251426,0.06687492161476738,0.20866767361075167,0.31413418055134223,0.9720144862934457,0.5502433877712765,0.19417936398642233,0.7682913025775637,0.9391017189370032,2.8837925385559102
316,0.6983513498516103,0.44713384969963943,0.8565838487974812,0.5764076852399644,0.668105594955722,0.5426784082172421,0.609301532535979,0.9810676902854155,0.08317984614392915,0.786001143799176,0.09928845907574424,0.09117933218726348,0.05462275344420031,0.6120687290564348,3.198555160586807
317,0.5456729289795512,0.39951609497201446,0.8923768286814521,0.4368378597489073,0.3702180278501468,0.5450689846647497,0.7592643243769371,0.8791306189836978,0.46901446318862317,0.49297905352932103,0.20619516801298787,0.27957647030983734,0.23788149969544536,0.9409876333776377,3.540575818373286
318,0.6174362198810687,0.5845260317412287,0.56691078109773,0.8740688930954355,0.8324929129080554,0.3152475673388694,0.291631167002964,0.2536556626913653,0.07455591450231214,0.960995643381682,0.8391841362111343,0.31533485852333776,0.7857450804749184,0.2699250771311551,3.453177591500714
319,0.37630648157482127,0.8307390741004617,0.34735408512169186,0.011620082590447889,0.47961568224915296,0.04093325049980123,0.43767215890098066,0.05288198371389763,0.7956675476873201,0.552163082188738,0.24948693336664818,0.41608280020041444,0.6372779274735355,0.8567660243554551,2.839732985873912
320,0.5074522869298541,0.3315198140543695,0.5581800426691439,0.078749437499405,0.735326802562662,0.05123832711072607,0.984468723901291,0.14994625082399748,0.9882321755676088,0.7906526452117809,0.6669067733792362,0.5413106158909495,0.6854375555828561,0.7509072235913015,4.179870069978174
321,0.027553162432046086,0.42622283216318846,0.42991204697138063,0.8793052442172444,0.14985162734215718,0.16485369398431127,0.9040483960171545,0.848031955692773,0.565316849860726,0.7422664826969406,0.020752825652681106,0.4127683478650054,0.9677872947974985,0.7001427706854991,3.9117776413942535
322,0.9319750869007865,0.01774116087507538,0.9244295445759088,0.10711691003505064,0.42027661847067743,0.08150470396501275,0.6464700083454497,0.6164628015865833,0.5382449672575113,0.1211405386714921,0.884237178415832,0.9237367894059911,0.5305448830758988,0.2750033913549459,4.483062422298537
323,0.3785776544197339,0.7475905408961963,0.7335694924033073,0.7624338172443965,0.43278898971467394,0.604369313107995,0.9884613623582162,0.5543338018942537,0.25904789339481504,0.7892883437406476,0.7687111668691559,0.5982131199270793,0.9467521610155449,0.5228638831586232,4.30024127388238
324,0.18801054615051072,0.23943000054200803,0.1421607535829107,0.4699827411846691,0.31982466660828646,0.22350535409528915,0.03908146249246536,0.8597908707216683,0.8209707553990234,0.5380211548328263,0.08782400058699491,0.006586630373357272,0.7354360779676635,0.052073970480140175,2.754015949555442
325,0.17429798504018157,0.5326731932891534,0.4034733269855376,0.007670772039638507,0.47730618856005524,0.41154353855381653,0.009471656048379962,0.906225412930436,0.09647687342891487,0.26983056270242145,0.7242856853686738,0.29039010716942215,0.6898779517129034,0.12037270712121939,3.056502227484288
326,0.4813155982085915,0.8199069779456356,0.9299443501717678,0.5455548072269413,0.7918627745192093,0.3762477303730385,0.7856348312865712,0.21597569637513836,0.09573464094602535,0.7346229628755533,0.2619681639774465,0.8298183506853949,0.7870407083691109,0.31754760796709247,3.756513549083599
327,0.4501995494375989,0.9707877477969742,0.1696184788417533,0.13968934040946757,0.629160575106044,0.4507843870490539,0.6427701823384991,0.19919810344269895,0.8302816493469546,0.4696892501125217,0.6965886711245094,0.9164068604330767,0.174367950286606,0.3959226529965144,3.090695727312132
328,0.7916477419074487,0.013198603204475079,0.868023483172093,0.47716260975501756,0.6922897626463235,0.7492971226490582,0.8112016695949084,0.299792569948071,0.603164162951117,0.31490254257845596,0.4456552174559756,0.36619684385119133,0.9112774067047729,0.2957836554625827,4.025800252781561
329,0.8481089978581398,0.4701665627409535,0.8353707875399713,0.9546778539476852,0.06279070453476765,0.1554463310676233,0.8980793736066778,0.9653337527960668,0.2585489723632878,0.5405692291826515,0.4135636262849154,0.22158236923689245,0.8565813502942692,0.4192451978322157,4.045891135775621
330,0.15251285144418558,0.03793741226011238,0.14707102135790961,0.482217748429805,0.4728890521922976,0.803176734028762,0.5099358773540431,0.8532672614109293,0.24862413199287714,0.6965355243402641,0.565000888077735,0.8576709373892049,0.3884632301550811,0.678579852902392,3.287804096881619
331,0.32233068834492906,0.6517877822313194,0.8602582442280855,0.855831050981918,0.9641400030079182,0.5910271576387619,0.1540495749815307,0.17762637504411294,0.7770753645839416,0.7224789061259279,0.6518776895924703,0.2550676575994444,0.6108524657030838,0.344784773669909,3.2907610576486626
332,0.27886089467541275,0.8753537660865516,0.7151413670873863,0.9065861665181078,0.5468360480820704,0.625669926004177,0.47398689030228247,0.7294374519331764,0.9095272410840991,0.7724383650795565,0.7818800181717356,0.9229421212903723,0.875495487773615,0.6823621723228808,5.075546925422086
333,0.18716145559547492,0.4696119917703414,0.05932488008123693,0.09212070131216454,0.13347492408788675,0.3575147132741259,0.7452677164797615,0.5148744110277851,0.20254606136890396,0.130777889500163,0.42858564279089584,0.570190449294166,0.37276885832846307,0.30190420900974047,2.6081017220456366
334,0.6451240222866884,0.8377385881357077,0.7002262200927645,0.47954584713524184,0.9785973644471802,0.5463459123499458,0.14385679159833709,0.44210202203432236,0.9377603993425477,0.7546512853904962,0.13233474274951795,0.826212437859312,0.6522847745521263,0.18499521123328855,3.5911415074086026
335,0.4076065579117004,0.5846973812089681,0.4611700386506443,0.6811296866732737,0.5185142332403796,0.3960101693925032,0.14256493802704728,0.1968298745915763,0.0781697872134649,0.7567511666406576,0.35961674873036764,0.46344207319200215,0.5347894914613172,0.8618087071150452,3.0546337125384433
336,0.42299044486067994,0.9374572013068732,0.44173564783782615,0.22572698917189504,0.25490231218794235,0.6770248471718986,0.44731305093251206,0.3860262511099667,0.07831359306088215,0.4816620452233057,0.8343949779820984,0.3804308061398315,0.6410318322913398,0.33976905282350656,3.1187766190158484
337,0.822942740461416,0.7142218600805201,0.3125020286447313,0.6442649635795693,0.27112819801959687,0.7063708228685355,0.8810805159184983,0.8982530325251862,0.7820581683857565,0.19079964304791708,0.2635205111266269,0.9762033806086169,0.1579810313933625,0.500999625314288,3.5583444213445183
338,0.08075427312373817,0.7245464213669234,0.5505402589895098,0.730174417291861,0.9785790103671087,0.8177937947001427,0.5936821714677241,0.5548801727680911,0.6985013192793301,0.36494098842309153,0.749026163584663,0.2634452212670265,0.5992337506658234,0.4624579964519733,3.5533866406972074
339,0.5210580762811405,0.801936428542653,0.1094129452463799,0.2211153772871366,0.7463760281036436,0.2986076831782686,0.6057215450914624,0.17598790165033584,0.5623607397274093,0.2580067203412585,0.8622413385108707,0.6537145500771098,0.014193194556641475,0.1704194255764564,2.996086352644251
340,0.4755156377818306,0.28865793472361634,0.09183670684224465,0.6792974896923384,0.6773093196260627,0.7409726636773531,0.7331686701273803,0.7495976821234286,0.29399188977648116,0.8848413652666209,0.5252588908718681,0.7085903170721657,0.01033853859778322,0.6290199273256797,3.06335326099161
341,0.1983186215022842,0.7379389604090385,0.5166557166409409,0.26634863166585976,0.37643787564436604,0.34808902808830355,0.6105525030462741,0.027308890383171414,0.02425934023894838,0.42275974964374374,0.47465538646113203,0.5974514335804921,0.7345059212377384,0.6295208183128741,2.7457767962298028
342,0.6157814120576703,0.9417461473753739,0.2610732907930532,0.21200007075344562,0.3327341380966842,0.39823796103857523,0.4203117995473007,0.2297481531464287,0.7528797887232406,0.22680571770664915,0.41241022009489325,0.3105356310580164,0.565904678502162,0.7824037081925239,2.671357732520173
343,0.5772616678921226,0.5887907181630216,0.1890818268668938,0.4429296455227757,0.3368543628552786,0.5736568949918033,0.0825738507183007,0.6979653483294597,0.16302284339141393,0.33441474036807306,0.48079811404836714,0.7835295330082136,0.3274651897377786,0.7323878658252652,3.1162093095382275
344,0.9521510330941474,0.08599672760204513,0.06430643112044376,0.7659566107907365,0.4621732010331693,0.3227512554805402,0.15686920757400524,0.1889462162510016,0.5133465470608531,0.3259509496945855,0.7928078152106566,0.5596975543572731,0.8562150593689912,0.14420511978371886,2.9471247331523744
345,0.7473893867032758,0.3547504608174271,0.5271445464002594,0.4528784003674128,0.9173371281304683,0.6063852558015236,0.7565457266365379,0.3851678067896427,0.44140333107000285,0.5734163073470909,0.6071915136745311,0.8719327054963516,0.5179331169749013,0.3504144284847338,4.020648077203316
346,0.15161665512272138,0.8183906507623714,0.04649425224662673,0.3720271829894478,0.9134895460491306,0.7466298705828075,0.4262636036428529,0.49303143051567877,0.22306089175297406,0.9239456107291398,0.9692518438450296,0.517977342260474,0.8605763915642669,0.21624930748792115,3.8744395437171506
347,0.003876053503862331,0.8209924911529888,0.8163936327625034,0.4462852526505001,0.3088901720385385,0.03304048069018384,0.7061977188640077,0.9576373575985494,0.7508057711644285,0.18279198909445848,0.6410880323175612,0.5340899437579965,0.5782181239565927,0.449714794405514,3.6270158889416866
348,0.43447899999949313,0.12573748699887322,0.29315875500112554,0.6673599437653511,0.24392279057233035,0.7313980465454869,0.8860637669622388,0.3322004333169798,0.005876616632487508,0.11642980524732416,0.27867590099738626,0.4360982914766114,0.5961471996174055,0.5427591793427075,2.394493653166334
349,0.6050283450438235,0.5319715373407335,0.8825825174520532,0.7163863571498927,0.0029028989776819225,0.6467371043678999,0.023348825347084712,0.037954947867716804,0.3853318479406743,0.1541147230316079,0.48371477940681096,0.5607070140247268,0.35209768906574135,0.26795140614720736,2.2958715088673953
350,0.24870255600719327,0.5474809030453175,0.8172339519959266,0.7100907302048557,0.7874114894005477,0.7897057814759038,0.08303223626847911,0.8231582030062553,0.03938498771763077,0.23476291630627744,0.23399903167412606,0.7444300865801602,0.17594692648838506,0.20300363116550002,3.060012164789261
351,0.10977199290132145,0.8220078765311472,0.9170473964698196,0.7314977360572388,0.6040389970758263,0.7693313874158223,0.5493400464603716,0.18772063783247994,0.4995011515954746,0.8509835962692799,0.9105192368239625,0.00896844009887754,0.4008675282542681,0.3051148382434934,3.2350843104276366
352,0.3973571885813372,0.7457707788342254,0.6624478438862142,0.6989507644909709,0.5714937123953379,0.968316138693432,0.33585175287545344,0.11555045312157963,0.2947906899017081,0.6269170053879194,0.3818862986087237,0.7157676098799078,0.0753664284538188,0.9221146944325253,3.060233595053156
353,0.07073653969443672,0.8745699646082837,0.2584680008146536,0.9512209736097337,0.7022647188569271,0.9465836508242272,0.9134208700308931,0.16690271965045722,0.2950830476690002,0.16093797223352135,0.04260478441775328,0.29522465606569714,0.6502761530637,0.05930682257049591,2.7774767289743725
354,0.4076194653558427,0.14576656734846005,0.522148892774573,0.8687882593784886,0.26158934797253863,0.9098103689175966,0.8941815497630169,0.6120562683660346,0.42901412454384513,0.3633640099214003,0.8265716993634902,0.3979745477151444,0.25969857104522975,0.5735209201653209,3.6998084730589462
355,0.8205182668560735,0.3414156587774414,0.07485969278580085,0.46280249225211634,0.7214975734415572,0.46356049099311325,0.29527319915138917,0.922972950103212,0.44680918716549944,0.340447405115218,0.8766774040695173,0.5956780885110018,0.003075271185998818,0.30954169401285647,3.6533088220124816
356,0.864187839544427,0.2707337853404309,0.790613170676678,0.10697387197183839,0.8104443639331139,0.48303589808682024,0.6681878917767968,0.2023187914793516,0.006821703661337164,0.08062943613295037,0.09616027241166114,0.4411762463683859,0.8979201882006904,0.23878722489908966,3.045488893731102
357,0.7990664193134704,0.19699332856162777,0.147752026472185,0.4821254457837967,0.032408718755071786,0.03195900034434396,0.6891619646519319,0.9185399883698019,0.7637377297771365,0.8212011741471709,0.8110671307644913,0.33681660253874846,0.7970766459809335,0.39228210411111575,4.2179409355890165
358,0.16551497944923965,0.6132409267402313,0.6373334877723177,0.46589455247339884,0.8980348991605199,0.015547706131862737,0.4026196707006092,0.5084126640112542,0.15914969670767343,0.4172474922473898,0.24414581273774094,0.4052667599355785,0.14116569802249546,0.5785672842250495,2.598443198158543
359,0.4633817691224731,0.7367661807979226,0.6643448212655372,0.3428540379368914,0.3424822853225201,0.576741063898509,0.7435060767368319,0.2004922417322954,0.7040444864594753,0.689857895786025,0.9012108734099051,0.5765679087437955,0.27851160502437355,0.49067881437016647,3.8226746025495313
360,0.3289273484804388,0.005742629937695032,0.3638283759026031,0.8164413324246018,0.8242097825674602,0.6263761373056481,0.5196471760200037,0.5026636558330011,0.14963976034884652,0.1450123906405646,0.8232025112543304,0.8260308511602623,0.38997147017064593,0.41532287431518156,3.7208413468131347
361,0.791299314456687,0.6156906609448372,0.11715977286791068,0.40388054071659674,0.03609617612467064,0.258177441971294,0.574268706994893,0.8684587877663725,0.4829258897237002,0.4820777545700957,0.8733947745662397,0.665154974504578,0.7361428030505374,0.5409575322420672,4.141022568824642
362,0.42500650938960904,0.5395487711201175,0.7177477916085144,0.18950444655988363,0.6106392958292068,0.28249290956963125,0.4031877926080335,0.011770053402002323,0.6797624606901058,0.493642498790681,0.9577311487953645,0.6924007837912711,0.027646191499792194,0.47322117534632946,3.2349324518628495
363,0.017870955645316045,0.6267342956318734,0.6790280900658958,0.6231517513854832,0.9177344759494904,0.004180889019184564,0.9578599706752394,0.11681751598510659,0.5614034810611274,0.3031639631009728,0.9969764510978638,0.33849962816570156,0.9884668038207948,0.7593422368444548,4.225045335921707
364,0.7570183061854853,0.42955190576409963,0.7092069399508506,0.23491086480343748,0.8268807800347395,0.9537263009455709,0.784944093455762,0.1677583193877843,0.241563687780039,0.8802563039886795,0.1915654442009962,0.5421961482153995,0.6003275454600197,0.3016593271499106,3.550724763967397
365,0.5463354218298577,0.56521978369543,0.15108469358232468,0.02793578625810922,0.606628846085166,0.6649983331784455,0.5521397073437582,0.7612261464197857,0.0573857098214251,0.5234509871626738,0.034406789344682,0.3613495727126611,0.6751527363948945,0.07608038070527168,2.804804611838329
366,0.9962892620153337,0.41456585263817247,0.3480222748647982,0.9077886594992676,0.7706830508890092,0.09566073099842742,0.8461988454198576,0.36641494695840093,0.16408120576932206,0.7044091405102163,0.19901722757056206,0.1582707237705132,0.28361328074541026,0.483380553663848,2.792543473106084
367,0.4823857304143392,0.09179345473576628,0.7277547073981113,0.8659055209337628,0.8339004611760252,0.03069802086071327,0.24228932045337093,0.9396019232556898,0.6352645354895983,0.3131208964627592,0.41734006869013707,0.8541777694456029,0.7366467019682102,0.4195189423989387,4.053671305498668
368,0.2526349077167449,0.9972081544346008,0.06805293005141111,0.41273830030480374,0.8324205571107579,0.7088530408260687,0.01375749365083112,0.2388660502763269,0.7170619645235566,0.9247534362745425,0.39685850309111514,0.02059161560862366,0.4818984113164957,0.16983136158548318,2.7169791957388223
369,0.015462975531208123,0.8036962249934394,0.6164328495291082,0.9356275174382591,0.05666810575940029,0.9854002801310789,0.9974060412574705,0.11524697726110733,0.41810154682486467,0.4603434020657836,0.5041336264548408,0.6234677455218245,0.7683829882370796,0.396871560075462,3.2002015194115203
370,0.0009014423338924438,0.4486273695465971,0.6276881259564695,0.7059080750441316,0.46331330713978214,0.0052761007842278,0.5257766185500283,0.4367836194457285,0.26645142623109785,0.12783221189680438,0.6667043271833656,0.27993709686191337,0.45325893962637887,0.4233671102318015,2.9336058606894575
371,0.9573291661308686,0.8832341894163183,0.5570604485561665,0.09293420049880063,0.9673555189022018,0.9124813293678126,0.9293593629184999,0.5818799579232629,0.9336162848228711,0.8598730691465273,0.6471222253978338,0.8580863190926674,0.9411931174769153,0.7203305853614631,5.047762369361481
372,0.45630688011920084,0.7790445153620577,0.8875585226785889,0.6816420230066196,0.9681248930018127,0.9232911180751545,0.7465525404630684,0.04479803834577212,0.2131435325958172,0.23585572810246724,0.6080059973691562,0.428595845686773,0.06959586170212284,0.9355010329594831,3.174326599228055
373,0.8265624307061568,0.651846325717632,0.6550798101112251,0.8655136432544295,0.6198739210619816,0.20919531818062564,0.5317417896183542,0.5441838474228106,0.06990965746461753,0.751094992963255,0.6742637695171675,0.42171032627493776,0.21443610142195468,0.8215094578554757,3.1941583217874463
374,0.7539160350385679,0.30524076564784197,0.8729068858047127,0.687127954162703,0.3576522256119611,0.7574066020935416,0.436663923131988,0.14584973212056662,0.8279926451781047,0.7963430822627323,0.22715018681137988,0.32838514542254627,0.5900525642522844,0.2581983854645752,3.2863248844827853
375,0.061098304984819274,0.8687170663326059,0.786418846459352,0.3118712925146542,0.09796326884871931,0.7177660123413101,0.2863055286439957,0.5273716112230054,0.8393463611801422,0.2915020880887004,0.8925240691283269,0.5625716994072284,0.08276537681938034,0.10105912396031047,3.0762470343724706
376,0.8273586260001867,0.4748630223183904,0.13068614983146065,0.6933895999347426,0.33828119763956654,0.7107665235560264,0.9648807914513361,0.22315609266687497,0.6717559182074335,0.322227896224499,0.3541319853646717,0.1761824624694317,0.16153292977203348,0.48873999370996923,3.1842082675330574
377,0.12659408872737266,0.6413337086854605,0.5946012766714658,0.6059004233068409,0.37787586727216516,0.2863380423429528,0.40474893150598257,0.42732573092407455,0.025466652596526695,0.4758799665912634,0.11703390771943223,0.635348018188872,0.9511302130703483,0.16455463166966589,2.729576585153783
378,0.8773101336723723,0.8235984063637782,0.4161366142819576,0.09813421736589134,0.05738658181984402,0.3604907663987018,0.16924239654654227,0.22664406951202443,0.36998975242129284,0.5089298316929445,0.5134481582682848,0.34809636719682435,0.8770244460247059,0.7757703526468289,3.061624056649343
379,0.5716906951417684,0.694999081403909,0.4694396758901087,0.4255679211359351,0.6675186562424383,0.18987609309726727,0.2478766799686355,0.8772513913612209,0.3105905496701613,0.747501521054173,0.659528681226848,0.98534206774548,0.26308578853115105,0.4937386246111093,3.873907739334074
380,0.7945262957083551,0.037173126433369674,0.5088241978246377,0.4167505155016098,0.999124613507691,0.05318221009949253,0.7291662127050014,0.5464509290493665,0.3191759492138895,0.09435287418913085,0.11253249034064339,0.3150832255076528,0.3675486725417756,0.9457941870852854,2.7600591173755413
381,0.8044504865622641,0.9641271240053599,0.5387480440036531,0.8976601092899733,0.5913975645782904,0.06625098725698908,0.7211857189058825,0.3406810846924222,0.35810290217960095,0.2629040179934784,0.30066598031985703,0.0516771281044387,0.5357136157951639,0.3586679064021243,3.357865245989307
382,0.06948214101778993,0.13142816978986815,0.8243165063393514,0.5164502297195334,0.10885846573535973,0.6444897378749157,0.780748513127669,0.2633338842543813,0.7960280563568086,0.47473578099560554,0.8175629996774603,0.029478227295650417,0.29015689274760326,0.5009435840818328,3.1950724732666598
